funcid,dim,milestone,error
22,30,70,3.601612e+02
22,30,80,3.601612e+02
22,30,90,3.601612e+02
22,30,100,3.601612e+02
22,30,1,3.536132e+02
22,30,2,3.536132e+02
22,30,3,3.536132e+02
22,30,5,3.536132e+02
22,30,10,3.536132e+02
22,30,20,3.536132e+02
22,30,30,3.536132e+02
22,30,40,3.536132e+02
22,30,50,3.536132e+02
22,30,60,3.536132e+02
22,30,70,2.478953e+02
22,30,80,2.478953e+02
22,30,90,2.478953e+02
22,30,100,2.478953e+02
22,30,1,5.851798e+03
22,30,2,5.241122e+02
22,30,3,5.241122e+02
22,30,5,5.241122e+02
22,30,10,5.241122e+02
22,30,1,2.938729e+03
22,30,2,2.063763e+03
22,30,3,1.817242e+03
22,30,5,1.345084e+03
22,30,10,1.345084e+03
22,30,20,1.345084e+03
22,30,30,1.345084e+03
22,30,40,1.345084e+03
22,30,50,1.345084e+03
22,30,60,1.345084e+03
22,30,70,1.345084e+03
22,30,80,1.032211e+03
22,30,90,1.032211e+03
22,30,100,1.032211e+03
22,30,1,1.975994e+03
22,30,2,1.682437e+03
22,30,3,1.682437e+03
22,30,5,1.682437e+03
22,30,10,1.682437e+03
22,30,20,1.148535e+03
22,30,30,1.024296e+03
22,30,40,1.024296e+03
22,30,50,1.024296e+03
22,30,60,1.024296e+03
22,30,70,1.024296e+03
22,30,80,1.024296e+03
22,30,90,1.024296e+03
22,30,100,1.024296e+03
22,30,1,2.339651e+03
22,30,2,1.558061e+03
22,30,3,1.558061e+03
22,30,5,1.558061e+03
22,30,10,1.391708e+03
22,30,20,1.391708e+03
22,30,30,1.391708e+03
22,30,40,1.391708e+03
22,30,50,1.391708e+03
22,30,60,1.391708e+03
22,30,70,1.391708e+03
22,30,80,1.391708e+03
22,30,90,1.391708e+03
22,30,100,1.391708e+03
22,30,1,2.213213e+03
22,30,2,2.038142e+03
22,30,3,1.553643e+03
22,30,5,1.553643e+03
22,30,10,1.553643e+03
22,30,20,1.553643e+03
22,30,30,1.270692e+03
22,30,40,1.270692e+03
22,30,50,1.270692e+03
22,30,60,1.270692e+03
22,30,70,1.270692e+03
22,30,80,1.270692e+03
22,30,90,1.270692e+03
22,30,100,1.270692e+03
22,30,1,6.206379e+03
22,30,2,5.322655e+03
22,30,3,1.449864e+03
22,30,5,1.449864e+03
22,30,10,1.449864e+03
22,30,20,1.449864e+03
22,30,30,1.112181e+03
22,30,40,1.112181e+03
22,30,50,1.112181e+03
22,30,60,1.112181e+03
22,30,70,1.112181e+03
22,30,80,1.112181e+03
22,30,90,1.112181e+03
22,30,100,1.112181e+03
22,30,1,2.639002e+03
22,30,2,1.654929e+03
22,30,3,1.654929e+03
22,30,5,1.369294e+03
22,30,10,1.314111e+03
22,30,20,1.143377e+03
22,30,30,1.143377e+03
22,30,40,1.143377e+03
22,30,50,1.143377e+03
22,30,60,1.143377e+03
22,30,70,1.143377e+03
22,30,80,9.999107e+02
22,30,90,9.999107e+02
22,30,100,9.999107e+02
22,30,1,3.619339e+03
22,30,2,3.619339e+03
22,30,3,3.619339e+03
22,30,5,3.619339e+03
22,30,10,2.736434e+03
22,30,20,1.580707e+03
22,30,30,1.580707e+03
22,30,40,1.580707e+03
22,30,50,1.580707e+03
22,30,60,1.580707e+03
22,30,70,1.580707e+03
22,30,80,1.580707e+03
22,30,90,1.276571e+03
22,30,100,1.276571e+03
22,30,1,3.362172e+03
22,30,2,2.024372e+03
22,30,3,2.024372e+03
22,30,5,2.024372e+03
22,30,10,2.024372e+03
22,30,20,1.793939e+03
22,30,30,1.575003e+03
22,30,40,1.575003e+03
22,30,50,1.575003e+03
22,30,60,1.575003e+03
22,30,70,1.575003e+03
22,30,80,1.575003e+03
22,30,90,1.575003e+03
22,30,100,1.575003e+03
22,30,1,3.310514e+03
22,30,2,3.310514e+03
22,30,3,2.849112e+03
22,30,5,2.849112e+03
22,30,10,2.549262e+03
22,30,20,1.608341e+03
22,30,30,1.500217e+03
22,30,40,1.500217e+03
22,30,50,1.500217e+03
22,30,60,1.496917e+03
22,30,70,1.496917e+03
22,30,80,1.343511e+03
22,30,90,1.343511e+03
22,30,100,1.343511e+03
22,30,1,3.066520e+03
22,30,2,3.066520e+03
22,30,3,3.066520e+03
22,30,5,1.475834e+03
22,30,10,1.475834e+03
22,30,20,1.475834e+03
22,30,30,1.475834e+03
22,30,40,1.381705e+03
22,30,50,1.381705e+03
22,30,60,1.330375e+03
22,30,70,1.269788e+03
22,30,80,1.269788e+03
22,30,90,1.269788e+03
22,30,100,1.269788e+03
