funcid,dim,milestone,error
19,30,2,1.414652e+08
19,30,3,9.348665e+07
19,30,5,6.756342e+07
19,30,10,6.756342e+07
19,30,20,6.756342e+07
19,30,30,6.756342e+07
19,30,40,6.756342e+07
19,30,50,6.756342e+07
19,30,60,6.756342e+07
19,30,70,4.554514e+07
19,30,80,4.554514e+07
19,30,90,4.554514e+07
19,30,100,4.554514e+07
19,30,1,1.340051e+08
19,30,2,1.340051e+08
19,30,3,1.340051e+08
19,30,5,1.340051e+08
19,30,10,1.340051e+08
19,30,20,2.607460e+07
19,30,30,2.607460e+07
19,30,40,6.108159e+06
19,30,50,6.108159e+06
19,30,60,6.108159e+06
19,30,70,6.108159e+06
19,30,80,6.108159e+06
19,30,90,6.108159e+06
19,30,100,6.108159e+06
19,30,1,1.681381e+08
19,30,2,1.524815e+08
19,30,3,1.524815e+08
19,30,5,1.524815e+08
19,30,10,1.524815e+08
19,30,20,1.524815e+08
19,30,30,8.999467e+07
19,30,40,8.999467e+07
19,30,50,8.999467e+07
19,30,60,8.999467e+07
19,30,70,8.999467e+07
19,30,80,8.999467e+07
19,30,90,8.999467e+07
19,30,100,8.999467e+07
19,30,1,1.264222e+09
19,30,2,6.336063e+08
19,30,3,6.336063e+08
19,30,5,6.336063e+08
19,30,10,3.337925e+08
19,30,20,3.337925e+08
19,30,30,1.942169e+08
19,30,40,1.942169e+08
19,30,50,1.942169e+08
19,30,60,1.311644e+08
19,30,70,1.311644e+08
19,30,80,1.311644e+08
19,30,90,1.311644e+08
19,30,100,7.133407e+07
19,30,1,1.166513e+09
19,30,2,9.185248e+08
19,30,3,3.156410e+08
19,30,5,3.156410e+08
19,30,10,3.156410e+08
19,30,20,2.357125e+08
19,30,30,1.234639e+08
19,30,40,1.234639e+08
19,30,50,1.234639e+08
19,30,60,1.234639e+08
19,30,70,1.234639e+08
19,30,80,1.234639e+08
19,30,90,1.234639e+08
19,30,100,1.234639e+08
19,30,1,7.080901e+08
19,30,2,6.203579e+08
19,30,3,3.533945e+08
19,30,5,3.533945e+08
19,30,10,2.923117e+08
19,30,20,2.912376e+08
19,30,30,4.355637e+07
19,30,40,4.355637e+07
19,30,50,4.355637e+07
19,30,60,4.355637e+07
19,30,70,4.355637e+07
19,30,80,4.355637e+07
19,30,90,4.355637e+07
19,30,100,4.355637e+07
19,30,1,1.361416e+08
19,30,2,1.361416e+08
19,30,3,1.361416e+08
19,30,5,1.361416e+08
19,30,10,1.361416e+08
19,30,20,1.361416e+08
19,30,30,1.361416e+08
19,30,40,1.361416e+08
19,30,50,1.361416e+08
19,30,60,1.361416e+08
19,30,70,1.361416e+08
19,30,80,1.361416e+08
19,30,90,1.361416e+08
19,30,100,1.361416e+08
19,30,1,1.203083e+09
19,30,2,8.153882e+08
19,30,3,1.221318e+08
19,30,5,1.221318e+08
19,30,10,1.221318e+08
19,30,20,1.221318e+08
19,30,30,1.221318e+08
19,30,40,1.221318e+08
19,30,50,1.221318e+08
19,30,60,1.221318e+08
19,30,70,1.206289e+08
19,30,80,1.206289e+08
19,30,90,1.206289e+08
19,30,100,1.206289e+08
19,30,1,2.427847e+08
19,30,2,2.427847e+08
19,30,3,2.427847e+08
19,30,5,2.427847e+08
19,30,10,1.602615e+08
19,30,20,1.506821e+08
19,30,30,1.506821e+08
19,30,40,1.002449e+08
19,30,50,1.002449e+08
19,30,60,1.002449e+08
19,30,70,1.002449e+08
19,30,80,1.002449e+08
19,30,90,1.002449e+08
19,30,100,1.002449e+08
19,30,1,4.762618e+08
19,30,2,4.705215e+08
19,30,3,4.705215e+08
19,30,5,4.705215e+08
19,30,10,4.135123e+08
19,30,20,9.087232e+07
19,30,30,9.087232e+07
19,30,40,9.087232e+07
19,30,50,9.087232e+07
19,30,60,9.087232e+07
19,30,70,9.087232e+07
19,30,80,9.087232e+07
19,30,90,9.087232e+07
19,30,100,9.087232e+07
19,30,1,6.726643e+08
19,30,2,6.726643e+08
19,30,3,4.547334e+08
19,30,5,3.298244e+08
19,30,10,3.298244e+08
19,30,20,2.967802e+08
19,30,30,2.967802e+08
19,30,40,2.731132e+08
19,30,50,2.731132e+08
19,30,60,2.084528e+08
19,30,70,1.111312e+08
19,30,80,1.111312e+08
19,30,90,1.111312e+08
19,30,100,1.111312e+08
19,30,1,3.012329e+08
19,30,2,3.012329e+08
19,30,3,3.012329e+08
19,30,5,3.012329e+08
19,30,10,3.012329e+08
19,30,20,3.012329e+08
19,30,30,3.012329e+08
19,30,40,3.012329e+08
19,30,50,3.012329e+08
19,30,60,3.012329e+08
19,30,70,1.245794e+08
19,30,80,1.245794e+08
19,30,90,1.245794e+08
19,30,100,1.245794e+08
